Ch1 Amplitude,Ch2 Amplitude,Cluster
1153.52673,10638.1963,4
1153.55261,8227.731,1
1153.65845,8199.898,1
1153.69434,8060.865,1
1153.79224,12063.99,4
1153.80493,8351.485,1
1153.92261,9676.1875,4
1153.95154,8255.641,1
1154.06641,9880.184,4
1154.16,8271.007,1
1154.22888,7973.415,1
1154.24646,8186.213,1
1154.35278,8169.914,1
1154.414,8000.3623,1
1154.49963,8370.942,1
1154.504,8313.127,1
1154.65759,10288.9746,4
1154.90771,8663.752,1
1154.96643,8147.25537,1
1155.15344,9699.287,4
1155.155,8168.211,1
1155.18127,8337.836,1
1155.18311,9514.989,4
1155.30786,8213.803,1
1155.397,10004.7686,4
1155.44568,8262.874,1
1155.45935,8204.64,1
1155.522,9699.237,4
1155.53528,8220.478,1
1155.56445,8145.996,1
1155.605,10091.2578,4
1155.61658,8458.004,1
1155.65479,8955.717,1
1155.65613,9463.911,4
1155.71936,10392.8662,4
1155.76941,10426.6543,4
1155.7948,7944.72168,1
1155.853,8488.407,1
1155.93372,8077.573,1
1156.11877,12545.4365,4
1156.16858,9671.598,4
1156.29919,8452.848,1
1156.32227,8060.491,1
1156.324,8049.478,1
1156.39539,10402.3291,4
1156.44983,10265.0723,4
1156.47766,8158.7915,1
1156.66956,8063.482,1
1156.72632,8812.494,1
1156.74939,8227.412,1
1156.75793,10013.9824,4
1156.75964,9772.632,4
1156.77148,8020.42432,1
1156.84033,9766.792,4
1156.99451,8243.36,1
1157.11914,8500.64,1
1157.17566,7998.531,1
1157.23743,10521.5713,4
1157.25708,11978.1934,4
1157.27063,8768.053,1
1157.2843,10396.2109,4
1157.40308,8877.464,1
1157.65137,8037.272,1
1157.65332,8081.91,1
1157.672,8235.78,1
1157.682,8534.722,1
1157.766,8434.316,1
1157.77258,9792.877,4
1157.795,8122.644,1
1157.8551,9597.914,4
1157.86963,10219.5518,4
1157.88684,12068.5137,4
1157.89221,8521.833,1
1157.94727,10141.0938,4
1157.98547,10580.2529,4
1158.17114,8636.284,1
1158.2478,11439.248,4
1158.47852,7937.40234,1
1158.64087,8653.441,1
1158.68213,9346.10449,4
1159.04211,8399.678,1
1159.09961,7932.25342,1
1159.18176,8152.764,1
1159.2041,10351.4229,4
1159.22144,8547.536,1
1159.28906,8290.699,1
1159.31531,8135.369,1
1159.38269,8422.162,1
1159.38562,8370.641,1
1159.48218,8209.468,1
1159.6189,8226.534,1
1159.65186,8254.03,1
1159.6759,9500.174,4
1159.6803,8238.977,1
1159.74036,8882.984,1
1159.82092,8949.404,1
1159.866,9247.033,4
1160.01672,9573.97,4
1160.042,9628.54,4
1160.08374,8177.63428,1
1160.107,9830.016,4
1160.188,8298.214,1
1160.26941,8072.923,1
1160.29114,8084.29248,1
1160.49658,9587.047,4
1160.55469,8429.177,1
1160.57483,9511.157,4
1160.66382,7953.70166,1
1160.68933,8225.194,1
1160.77832,11795.5078,4
1160.92468,9655.914,4
1160.93433,9717.673,4
1160.955,8024.27734,1
1160.99634,8315.894,1
1161.01257,9576.727,4
1161.01306,8481.078,1
1161.27087,9454.851,4
1161.28955,8092.952,1
1161.36072,12761.543,4
1161.38123,9886.899,4
1161.4967,8177.52734,1
1161.50842,9841.846,4
1161.50964,9572.5625,4
1161.58,8641.424,1
1161.58777,8192.515,1
1161.593,8196.368,1
1161.61084,8249.376,1
1161.63965,9648.666,4
1161.65247,8061.45654,1
1161.72644,8276.563,1
1161.79321,10258.8037,4
1161.944,8297.528,1
1161.94836,9946.566,4
1161.97961,11744.1406,4
1162.164,8402.406,1
1162.20313,9367.198,4
1162.27454,9673.314,4
1162.3208,8035.18945,1
1162.32141,8251.808,1
1162.44092,9933.613,4
1162.674,8303.505,1
1162.72827,8458.317,1
1162.78748,8085.68359,1
1162.91992,10664.2285,4
1162.9519,8284.429,1
1162.97693,8250.016,1
1163.05725,7927.06641,1
1163.06836,9961.51,4
1163.09058,9575.463,4
1163.18433,8076.967,1
1163.30847,9653.718,4
1163.34058,9641.477,4
1163.34814,9578.615,4
1163.37744,9526.198,4
1163.66321,8035.8877,1
1163.83276,9931.642,4
1163.89722,9918.839,4
1163.94507,9879.117,4
1163.99707,9766.519,4
1164.05737,10645.333,4
1164.15393,10271.9453,4
1164.2262,8198.717,1
1164.227,10117.6914,4
1164.31873,8315.14551,1
1164.46948,8035.56055,1
1164.5321,8362.087,1
1164.54028,9806.686,4
1164.65735,8137.113,1
1164.7041,8177.06152,1
1164.71863,8247.896,1
1164.738,10018.9365,4
1164.86646,8170.356,1
1164.86816,13143.06,4
1164.898,8289.198,1
1165.12817,8178.724,1
1165.26428,10258.23,4
1165.26746,8404.649,1
1165.302,9932.115,4
1165.33179,9352.892,4
1165.46655,8415.566,1
1165.50232,12297.4668,4
1165.51172,9692.207,4
1165.52686,9821.702,4
1165.61133,8011.05127,1
1165.68286,7955.404,1
1165.719,8539.553,1
1165.74573,9893.925,4
1165.804,8458.202,1
1165.86316,8351.251,1
1165.96631,9648.095,4
1165.99622,8174.748,1
1165.99719,8383.589,1
1166.03979,11880.83,4
1166.13208,9959.701,4
1166.15918,8517.224,1
1166.324,9369.553,4
1166.33911,7980.36475,1
1166.35352,8761.757,1
1166.44214,8136.805,1
1166.46643,9571.165,4
1166.47717,8233.653,1
1166.5,10227.64,4
1166.59644,9289.595,4
1166.61279,9629.721,4
1166.64893,7795.85547,1
1166.68616,9874.969,4
1166.73389,8252.47,1
1166.75745,8187.19336,1
1166.7915,9926.883,4
1166.86145,8333.128,1
1166.88428,8326.106,1
1166.93018,8117.86426,1
1167.01355,9939.552,4
1167.08386,7886.549,1
1167.09033,8309.83,1
1167.102,9477.849,4
1167.17432,8428.745,1
1167.28137,8209.904,1
1167.33569,9553.801,4
1167.39551,7975.42871,1
1167.47424,12221.35,4
1167.50989,8353.231,1
1167.58484,10508.373,4
1167.61658,10586.0732,4
1167.67908,8043.062,1
1167.73669,9035.582,1
1167.77783,8258.018,1
1167.97632,9756.339,4
1168.05457,9824.513,4
1168.08423,8126.21436,1
1168.32715,7983.09229,1
1168.42017,8456.075,1
1168.60718,8887.088,1
1168.65662,10012.582,4
1168.724,8046.813,1
1168.75781,10058.2373,4
1168.808,9660.411,4
1168.884,9722.824,4
1168.94165,8758.85449,1
1168.96289,9490.575,4
1168.98853,8486.787,1
1169.14038,12029.9609,4
1169.155,8165.83,1
1169.29175,10009.47,4
1169.33545,8550.487,1
1169.35059,8736.878,1
1169.36023,8787.489,1
1169.43274,8336.176,1
1169.45471,9690.984,4
1169.555,10092.39,4
1169.63623,8491.64,1
1169.71936,10596.0947,4
1169.72546,8450.102,1
1169.76074,8292.064,1
1169.76672,8413.347,1
1169.85938,8037.898,1
1170.02625,9110.925,1
1170.09,8328.228,1
1170.11633,9994.638,4
1170.13831,8352.297,1
1170.2533,10400.7539,4
1170.27515,8811.105,1
1170.33057,8170.30762,1
1170.38623,8111.58545,1
1170.39441,9539.671,4
1170.43286,13076.7295,4
1170.44519,8634.321,1
1170.46252,8408.075,1
1170.51135,10146.5625,4
1170.686,9643.28,4
1170.9718,10921.7852,4
1170.99927,8288.11,1
1171.18823,8201.691,1
1171.22119,8147.505,1
1171.38416,9675.668,4
1171.53735,11707.86,4
1171.54175,9033.912,1
1171.5575,8458.365,1
1171.60144,9549.955,4
1171.76331,10043.7061,4
1171.79187,8116.42627,1
1171.8291,11178.9629,4
1172.01538,8077.68066,1
1172.169,8220.312,1
1172.19788,8240.735,1
1172.21423,8380.642,1
1172.70447,9559.795,4
1172.87646,9728.453,4
1172.9989,9732.288,4
1173.01025,8663.091,1
1173.02063,9681.491,4
1173.26355,8274.469,1
1173.28052,8358.479,1
1173.31787,8246.282,1
1173.33887,7924.4917,1
1173.406,8272.353,1
1173.432,8337.262,1
1173.49915,8102.9126,1
1173.54944,9289.177,4
1173.67712,8347.612,1
1173.68237,10046.041,4
1173.70032,8524.274,1
1173.726,8645.895,1
1173.73645,9510.711,4
1173.77551,10305.8574,4
1173.78809,9478.837,4
1173.80188,8065.785,1
1173.94751,8181.874,1
1173.952,8218.198,1
1173.95667,8164.77832,1
1173.978,9584.429,4
1174.01733,8510.927,1
1174.10791,9670.314,4
1174.28271,10151.2793,4
1174.44617,9075.445,1
1174.48328,9357.3125,4
1174.48828,9833.487,4
1174.78369,11539.9,4
1174.83032,8017.982,1
